ID,Item,Itemtype,Completion,status
1751969612,The office secretary mailed the letter without a,English,stamp,success
1751969612,The inmates in prison were planning their,English,escape.,success
1751969612,"Giraffen sind für ihre langen Hälse bekannt, and zebras for their ",code_switching,stripes.,success
1751969612,I didn't like the show so I changed the,English,channel.,success
1751969612,The schools closed down because the teachers decided to go on,English,strike,success
1751969612,"Richard hatte Angst, nahe am Rand der Klippe zu gehen, because he was afraid to ",code_switching,fall.,success
1751969612,The man downstairs played his stereo much too,English,loud.,success
1751969748,"Wenn du ins Bett gehst, turn off the",code_switching,light,success
1751969748,Der Vater in der Küche carved the turkey with a,code_switching,knife,success
1751969748,The inmates in prison were planning their,English,escape.,success
1751969748,"Mike felt sorry, but it was not his",English,fault.,success
1751969748,"Nachdem er bemerkte, dass er das Besteck für seinen Salat vergessen hatte, ging der Kunde zurück to get himself a",code_switching,fork,success
1751969748,Alfonso has started biking to work instead of driving his,English,car,success
1751969748,Be careful because the top of the stove is very,English,hot,success
1751969748,Die meisten Haiangriffe passieren very close to,code_switching,shore,success
1751969748,"Nur wenige Minuten nach seiner Ankunft im Büro, verschüttete der Detective his thermos full of",code_switching,coffee,success
1751969748,The groom took the bride's hand and placed the ring on her,English,finger.,success
1751969748,The schools closed down because the teachers decided to go on,English,strike,success
1751969748,"Although she heard it ringing, Nancy was too busy cleaning the chimney to get the",English,phone,success
1751969748,"Nachdem der Hurrikan das Fenster zerstört hatte, war das Zimmer filled with broken",code_switching,glass,success
1751969748,Marsha knew the guests could remain eating appetizers for at least another,English,hour,success
1751969748,Everyone was honking at the old man who was driving too,English,slowly,success
1751969748,Die Jungen spielten Murmeln and the girls jumped,code_switching,rope,success
1751969748,Bill sprang in den See and made a big,code_switching,splash.,success
1751969748,My roommate from Berlin left the dirty dishes in the,English,sink.,success
1751969748,"Er wusste, dass er Chris anrufen konnte, auch in the middle of the",code_switching,night.,success
1751969748,Die Kühe liefen von der Sonne weg into the cool,code_switching,shade,success
1751969748,I didn't like the show so I changed the,English,channel.,success
1751969748,Keine seiner Geschichten made any real,code_switching,sense.,success
1751969748,Die junge Mutter aus der Nachbarschaft fütterte her baby some warm,code_switching,milk,success
1751969748,"Ich begrüßte ihn, aber I could not remember his",code_switching,name,success
1751969748,Paul painted the clown's suit blue and gave him a big red,English,nose.,success
1751969748,"Als der Strom ausfiel, sahen wir nichts mehr and the house became",code_switching,dark.,success
1751969748,The surfer from Hawaii fell off his surfboard after the first big,English,wave,success
1751969748,The boss of the store where he worked afternoons refused to give him a,English,raise,success
1751969748,The fourth grade math teacher could not see well without her thick,English,glasses,success
1751969748,"Giraffen sind für ihre langen Hälse bekannt, and zebras for their ",code_switching,stripes.,success
1751969748,Sie sahen den Blitz and clearly heard the,code_switching,thunder,success
1751969748,Jeden Morgen flechtet Susan ihrer kleinen Tochter die Haare and helps her dress for,code_switching,school.,success
1751969748,Maria shut the front window and locked the back,English,door,success
1751969748,The office secretary mailed the letter without a,English,stamp,success
1751969748,Man kann die Tür nicht öffnen with the wrong,code_switching,key,success
1751969748,The man downstairs played his stereo much too,English,loud.,success
1751969748,The little girl refused to go to sleep until he told her a,English,story.,success
1751969748,The rude waiter in the restaurant was not given a,English,tip.,success
1751969748,The children from the school across from my house went outside to,English,play.,success
1751969748,"Er hat sich selbst eine Notiz geschrieben, so that he wouldn't ",code_switching,forget,success
1751969748,Ein Hund in guter Gesundheit has a good sense of,code_switching,smell,success
1751969748,"In caring for hospitalized patients, a doctor often needs the help of a",English,nurse.,success
1751969748,"Nora konnte die Nachricht nicht aufschreiben, weil sie keinen Stift hatte or a piece of",code_switching,pen,success
1751969748,Most people in our country spend December 25th with their,English,family,success
1751969748,She had to leave the movie when the baby started to,English,cry.,success
1751969748,"Richard hatte Angst, nahe am Rand der Klippe zu gehen, because he was afraid to ",code_switching,fall.,success
1751969748,"Dass er aufgewachsen war im Süden, you could tell by his",code_switching,accent,success
1751969748,"Der Lehrer sah, dass einige Schüler schummelten and wrote down their",code_switching,names,success
1751970033,When you go to bed turn off the,English,light,success
1751970033,"Alfonso hat angefangen, mit dem Fahrrad zur Arbeit zu fahren, instead of driving his",code_switching,car,success
1751970033,Giraffes are known for their long necks and zebras for their,English,stripes,success
1751970033,Der unhöfliche Kellner im Restaurant was not given a,code_switching,tip,success
1751970033,"Obwohl sie es klingeln hörte, war Nancy zu beschäftigt damit, den Kamin zu reinigen, to get the",code_switching,fire,success
1751970033,Der Bräutigam nahm die Hand der Braut und steckte the ring on her,code_switching,finger,success
1751970033,Mein Mitbewohner aus Berlin ließ the dirty dishes in the,code_switching,sink.,success
1751970033,"In the kitchen, Father carved the turkey with a",English,knife.,success
1751970033,"Bei der Versorgung von hospitalisierten Patienten, benötigt ein Artz oft the help of a ",code_switching,nurse.,success
1751970033,The boys played marbles and the girls jumped,English,rope,success
1751970033,You can't open the door with the wrong,English,key,success
1751970033,"Within minutes of arriving at the office, the detective spilled his thermos full of",English,coffee,success
1751970033,"After the hurricane shattered the window, the room was filled with broken",English,glass,success
1751970033,"Mike tat es leid, but it was not his",code_switching,fault.,success
1751970033,The cows moved from the sun into the cool,English,shade,success
1751970033,"Marsha wusste, dass die Gäste noch weiter Appetithäppchen essen könnten, und zwar for at least another ",code_switching,hour,success
1751970033,When the power went out we couldn't see anything and the house became,English,dark.,success
1751970033,"Sie musste den Film verlassen, denn the baby started to",code_switching,cry,success
1751970033,Paul malte den Anzug des Clowns blau und gab him a big red,code_switching,smile,success
1751970033,Die Mathelehrerin der vierten Klasse konnte nicht gut sehen without her thick,code_switching,glasses,success
1751970033,Die Kinder der Schule vor meinem Haus went outside to,code_switching,play,success
1751970033,The teacher saw that some students were cheating and wrote down their,English,names,success
1751970033,A dog in good health has a good sense of,English,smell,success
1751970033,"After realizing he forgot utensils for his salad, the customer went back to get himself a",English,fork,success
1751970033,He wrote himself a note so that he wouldn't,English,forget,success
1751970033,Die Häftlinge im Gefängnis were planning their,code_switching,escape.,success
1751970033,"I greeted him, but I could not remember his",English,name.,success
1751970033,Der Sekretär des Büros schickte the letter without a,code_switching,stamp,success
1751970033,Nora couldn't take the message because she didn't have a pencil or a piece of,English,paper,success
1751970033,Bill jumped in the lake and made a big,English,splash.,success
1751970033,Die meisten Menschen in unserem Land spend December 25th with their,code_switching,family,success
1751970033,"Sein Chef in der Firma, in der er nachmittags arbeitet, refused to give him a",code_switching,raise,success
1751970033,"Die Schulen wurden geschlossen, weil die Lehrer beschlossen to go on",code_switching,strike,success
1751970033,Alle hupten den alten Mann an who was driving too,code_switching,fast,success
1751970033,"Sei vorsichtig, denn der obere Teil of the stove is very ",code_switching,hot,success
1751970033,The young mother in the neighborhood fed her baby some warm,English,milk.,success
1751970033,Der Surfer aus Hawaii fiel von seinem Surfboard after the first big,code_switching,wave,success
1751970033,"He knew that he could call Chris, even in the middle of the",English,night,success
1751970033,Every morning Susan braids her little daughter's hair and helps her dress for,English,school.,success
1751970033,"Das kleine Mädchen weigerte sich, schlafen zu gehen, until he told her a",code_switching,story,success
1751970033,Maria schloss das Fenster vorne and locked the back,code_switching,door,success
1751970033,None of his stories made any real,English,sense.,success
1751970033,Mir hat die Show nicht gefallen so I changed the,code_switching,channel.,success
1751970033,They saw the lightening and clearly heard the,English,thunder,success
1751970033,Richard was afraid to walk near the edge of the cliff because he was afraid to,English,fall.,success
1751970033,That he had grown up in the South you could tell by his,English,accent,success
1751970033,Most shark attacks occur very close to,English,beaches,success
1751970033,Der Mann nebenan spielte his stereo much too,code_switching,loud,success
