participant,inner_number,Item,Itemtype,cloze_clean,cloze_probability
claude,107,After lunch he scraped the cold food from his,English,plate,1
gpt,107,After lunch he scraped the cold food from his,English,plate,1
mistral,107,After lunch he scraped the cold food from his,English,plate,1
claude,107,Er kratzte nach dem Mittagessen the cold food from his,code_switching,plate,1
gpt,107,Er kratzte nach dem Mittagessen the cold food from his,code_switching,plate,0.96
mistral,107,Er kratzte nach dem Mittagessen the cold food from his,code_switching,plate,1
claude,108,"Es gab Durchzug, weil die kalte Luft reinkam durch die Tür and all the side",code_switching,windows,1
gpt,108,"Es gab Durchzug, weil die kalte Luft reinkam durch die Tür and all the side",code_switching,effects,0.47619047619047616
mistral,108,"Es gab Durchzug, weil die kalte Luft reinkam durch die Tür and all the side",code_switching,window,1
claude,108,It was drafty because of the cold air leaking in through the door and all the side,English,windows,1
gpt,108,It was drafty because of the cold air leaking in through the door and all the side,English,walls,1
mistral,108,It was drafty because of the cold air leaking in through the door and all the side,English,window,1
claude,109,"Tracy and her husband weren't Catholic, but she was glad when the priest warmly welcomed their three",English,children,1
gpt,109,"Tracy and her husband weren't Catholic, but she was glad when the priest warmly welcomed their three",English,children,1
mistral,109,"Tracy and her husband weren't Catholic, but she was glad when the priest warmly welcomed their three",English,children,1
claude,109,"Tracy und ihr Mann waren nicht katholisch, aber sie war froh, als der Priester welcomed their three",code_switching,children,1
gpt,109,"Tracy und ihr Mann waren nicht katholisch, aber sie war froh, als der Priester welcomed their three",code_switching,children,1
mistral,109,"Tracy und ihr Mann waren nicht katholisch, aber sie war froh, als der Priester welcomed their three",code_switching,children,1
claude,11,Der Vater in der Küche carved the turkey with a,code_switching,knife,1
gpt,11,Der Vater in der Küche carved the turkey with a,code_switching,knife,1
mistral,11,Der Vater in der Küche carved the turkey with a,code_switching,knife,1
claude,11,"In the kitchen, Father carved the turkey with a",English,knife,1
gpt,11,"In the kitchen, Father carved the turkey with a",English,knife,1
mistral,11,"In the kitchen, Father carved the turkey with a",English,knife,1
claude,110,As soon as they reached the sand he stopped to take off his,English,shoes,1
gpt,110,As soon as they reached the sand he stopped to take off his,English,shoes,1
mistral,110,As soon as they reached the sand he stopped to take off his,English,shoes,1
claude,110,"Sobald sie am Sand angekommen waren, hielt er an to take off his",code_switching,shoes,1
gpt,110,"Sobald sie am Sand angekommen waren, hielt er an to take off his",code_switching,shoes,1
mistral,110,"Sobald sie am Sand angekommen waren, hielt er an to take off his",code_switching,shoes,1
claude,111,Peter malte die Wände der Vogelausstellung blau an to resemble the,code_switching,sky,1
gpt,111,Peter malte die Wände der Vogelausstellung blau an to resemble the,code_switching,sky,0.64
mistral,111,Peter malte die Wände der Vogelausstellung blau an to resemble the,code_switching,sky,1
claude,111,Peter painted the walls of the bird exhibit light blue to resemble the,English,sky,1
gpt,111,Peter painted the walls of the bird exhibit light blue to resemble the,English,sky,1
mistral,111,Peter painted the walls of the bird exhibit light blue to resemble the,English,sky,1
claude,112,"After a warning, the bad boy was sent to his",English,room,1
gpt,112,"After a warning, the bad boy was sent to his",English,room,1
mistral,112,"After a warning, the bad boy was sent to his",English,room,1
claude,112,Nach einer Ermahnung wurde der böse Junge sent to his,code_switching,room,1
gpt,112,Nach einer Ermahnung wurde der böse Junge sent to his,code_switching,room,0.9523809523809523
mistral,112,Nach einer Ermahnung wurde der böse Junge sent to his,code_switching,room,1
claude,113,No one at the reunion recognized Dan because he had grown a,English,beard,1
gpt,113,No one at the reunion recognized Dan because he had grown a,English,beard,1
mistral,113,No one at the reunion recognized Dan because he had grown a,English,beard,1
claude,114,"After the skiing accident, Randy broke his",English,leg,1
gpt,114,"After the skiing accident, Randy broke his",English,leg,1
mistral,114,"After the skiing accident, Randy broke his",English,leg,0.9615384615384616
claude,114,Nach dem Unfall beim Skifahren Randy broke his,code_switching,leg,1
gpt,114,Nach dem Unfall beim Skifahren Randy broke his,code_switching,leg,1
mistral,114,Nach dem Unfall beim Skifahren Randy broke his,code_switching,leg,0.9545454545454546
claude,115,Das alte Klavier aus Italien was out of,code_switching,tune,1
gpt,115,Das alte Klavier aus Italien was out of,code_switching,tune,0.84
mistral,115,Das alte Klavier aus Italien was out of,code_switching,tune,1
claude,115,The old piano from Italy was out of,English,tune,1
gpt,115,The old piano from Italy was out of,English,tune,1
mistral,115,The old piano from Italy was out of,English,tune,1
claude,116,Das Kind kam auf die Welt with a rare,code_switching,condition,1
gpt,116,Das Kind kam auf die Welt with a rare,code_switching,disease,0.7619047619047619
mistral,116,Das Kind kam auf die Welt with a rare,code_switching,birthmark,1
claude,116,The child was born with a rare,English,disease,1
gpt,116,The child was born with a rare,English,disease,1
mistral,116,The child was born with a rare,English,disease,1
claude,117,She pulled her head out from under the faucet and reached for a,English,towel,1
gpt,117,She pulled her head out from under the faucet and reached for a,English,towel,1
mistral,117,She pulled her head out from under the faucet and reached for a,English,towel,1
claude,117,Sie zog ihren Kopf unter dem Wasserhahn hervor and reached for a,code_switching,towel,1
gpt,117,Sie zog ihren Kopf unter dem Wasserhahn hervor and reached for a,code_switching,towel,0.96
mistral,117,Sie zog ihren Kopf unter dem Wasserhahn hervor and reached for a,code_switching,towel,1
claude,118,Er schlich sich in den room without a,code_switching,sound,1
gpt,118,Er schlich sich in den room without a,code_switching,key,0.95
mistral,118,Er schlich sich in den room without a,code_switching,sound,1
claude,118,He crept into the room without a,English,sound,1
gpt,118,He crept into the room without a,English,sound,1
mistral,118,He crept into the room without a,English,sound,1
claude,119,Der Ausgang war gekennzeichnet by a large,code_switching,sign,1
gpt,119,Der Ausgang war gekennzeichnet by a large,code_switching,sign,0.7307692307692307
mistral,119,Der Ausgang war gekennzeichnet by a large,code_switching,door,1
claude,119,The exit was marked by a large,English,sign,1
gpt,119,The exit was marked by a large,English,sign,1
mistral,119,The exit was marked by a large,English,sign,1
claude,12,"Mike felt sorry, but it was not his",English,fault,1
gpt,12,"Mike felt sorry, but it was not his",English,fault,1
mistral,12,"Mike felt sorry, but it was not his",English,fault,1
claude,12,"Mike tat es leid, but it was not his",code_switching,fault,1
gpt,12,"Mike tat es leid, but it was not his",code_switching,fault,1
mistral,12,"Mike tat es leid, but it was not his",code_switching,fault,1
claude,120,Joe ging zum Baumarkt und kaufte Ersatzfenster at twice the original,code_switching,price,1
gpt,120,Joe ging zum Baumarkt und kaufte Ersatzfenster at twice the original,code_switching,price,1
mistral,120,Joe ging zum Baumarkt und kaufte Ersatzfenster at twice the original,code_switching,price,1
claude,120,Joe went to the hardware store and bought a replacement window at twice the original,English,price,1
gpt,120,Joe went to the hardware store and bought a replacement window at twice the original,English,price,1
mistral,120,Joe went to the hardware store and bought a replacement window at twice the original,English,price,1
claude,121,Sam could not believe her story was,English,true,1
gpt,121,Sam could not believe her story was,English,true,1
mistral,121,Sam could not believe her story was,English,true,1
claude,121,Sam konnte nicht glauben dass her story was,code_switching,true,1
gpt,121,Sam konnte nicht glauben dass her story was,code_switching,true,0.96
mistral,121,Sam konnte nicht glauben dass her story was,code_switching,fake,1
claude,122,The Hausordnung erlaubte es Besuchern nicht to feed the,code_switching,animals,1
gpt,122,The Hausordnung erlaubte es Besuchern nicht to feed the,code_switching,animals,1
mistral,122,The Hausordnung erlaubte es Besuchern nicht to feed the,code_switching,animals,1
claude,122,The house rules did not allow visitors to feed the,English,animals,1
gpt,122,The house rules did not allow visitors to feed the,English,animals,1
mistral,122,The house rules did not allow visitors to feed the,English,pets,1
claude,123,Als Daniela ungeplannt im Restaurant auftachte gab Laurie ihm einen Stuhl from the adjacent,code_switching,table,1
gpt,123,Als Daniela ungeplannt im Restaurant auftachte gab Laurie ihm einen Stuhl from the adjacent,code_switching,room,0.625
mistral,123,Als Daniela ungeplannt im Restaurant auftachte gab Laurie ihm einen Stuhl from the adjacent,code_switching,table,1
claude,124,She honestly seriously thought she had seen a,English,ghost,1
gpt,124,She honestly seriously thought she had seen a,English,ghost,0.9230769230769231
mistral,124,She honestly seriously thought she had seen a,English,ghost,1
claude,124,"Sie dachte tatsächlich ernsthaft, dass she had seen a",code_switching,ghost,1
gpt,124,"Sie dachte tatsächlich ernsthaft, dass she had seen a",code_switching,ghost,0.5909090909090909
mistral,124,"Sie dachte tatsächlich ernsthaft, dass she had seen a",code_switching,ghost,1
claude,125,"After the jeweler was asked, he would examine the ring's huge",English,diamond,1
gpt,125,"After the jeweler was asked, he would examine the ring's huge",English,size,0.8095238095238095
mistral,125,"After the jeweler was asked, he would examine the ring's huge",English,diamond,1
claude,125,"Nachdem der Juwelier gefragt wurde, überprüfte er the ring's huge",code_switching,diamond,1
gpt,125,"Nachdem der Juwelier gefragt wurde, überprüfte er the ring's huge",code_switching,size,1
mistral,125,"Nachdem der Juwelier gefragt wurde, überprüfte er the ring's huge",code_switching,diamond,1
claude,126,He always drinks tea in the morning and uses a special filter to catch the loose,English,leaves,1
gpt,126,He always drinks tea in the morning and uses a special filter to catch the loose,English,leaf,1
mistral,126,He always drinks tea in the morning and uses a special filter to catch the loose,English,leaves,1
claude,126,Morgens trinkt er immer Tee und benutzt ein besonderes Sieb to catch the loose,code_switching,leaves,1
gpt,126,Morgens trinkt er immer Tee und benutzt ein besonderes Sieb to catch the loose,code_switching,tea,0.45454545454545453
mistral,126,Morgens trinkt er immer Tee und benutzt ein besonderes Sieb to catch the loose,code_switching,leaves,1
claude,127,She installed a new anti-virus program and is now convinced that her laptop is,English,safe,1
gpt,127,She installed a new anti-virus program and is now convinced that her laptop is,English,secure,0.7272727272727273
mistral,127,She installed a new anti-virus program and is now convinced that her laptop is,English,secure,1
claude,127,"Sie hat ein neues Anti-Virus-Programm installiert und ist nun überzeugt davon, that her laptop is",code_switching,safe,0.7307692307692307
gpt,127,"Sie hat ein neues Anti-Virus-Programm installiert und ist nun überzeugt davon, that her laptop is",code_switching,secure,1
mistral,127,"Sie hat ein neues Anti-Virus-Programm installiert und ist nun überzeugt davon, that her laptop is",code_switching,secure,1
claude,128,"She needed a special charging cable, but could not find it inside her",English,purse,1
gpt,128,"She needed a special charging cable, but could not find it inside her",English,bag,0.5416666666666666
mistral,128,"She needed a special charging cable, but could not find it inside her",English,bag,1
claude,128,"Sie brauchte ein bestimmtes Ladekabel, aber could not find it inside her",code_switching,purse,1
gpt,128,"Sie brauchte ein bestimmtes Ladekabel, aber could not find it inside her",code_switching,bag,1
mistral,128,"Sie brauchte ein bestimmtes Ladekabel, aber could not find it inside her",code_switching,bag,1
claude,129,Er nahm sich einen kleinen Taschenrechner und typed in some,code_switching,numbers,1
gpt,129,Er nahm sich einen kleinen Taschenrechner und typed in some,code_switching,numbers,1
mistral,129,Er nahm sich einen kleinen Taschenrechner und typed in some,code_switching,numbers,1
claude,129,He took a small pocket calculator and typed in some,English,numbers,1
gpt,129,He took a small pocket calculator and typed in some,English,numbers,1
mistral,129,He took a small pocket calculator and typed in some,English,numbers,1
claude,13,"Der Lehrer sah, dass einige Schüler schummelten and wrote down their",code_switching,names,1
gpt,13,"Der Lehrer sah, dass einige Schüler schummelten and wrote down their",code_switching,answers,0.8333333333333334
mistral,13,"Der Lehrer sah, dass einige Schüler schummelten and wrote down their",code_switching,names,1
claude,13,The teacher saw that some students were cheating and wrote down their,English,names,1
gpt,13,The teacher saw that some students were cheating and wrote down their,English,names,1
mistral,13,The teacher saw that some students were cheating and wrote down their,English,names,1
claude,130,Er holt einen neuen Korkenzieher and opened the,code_switching,bottle,1
gpt,130,Er holt einen neuen Korkenzieher and opened the,code_switching,bottle,1
mistral,130,Er holt einen neuen Korkenzieher and opened the,code_switching,bottle,1
claude,130,He took a new cork screw and opened the,English,bottle,1
gpt,130,He took a new cork screw and opened the,English,bottle,1
mistral,130,He took a new cork screw and opened the,English,bottle,1
claude,131,He folded out a big drying rack to dry the,English,laundry,1
gpt,131,He folded out a big drying rack to dry the,English,clothes,1
mistral,131,He folded out a big drying rack to dry the,English,clothes,1
claude,132,She grabbed a big pitcher near the sink and filled it with,English,water,1
gpt,132,She grabbed a big pitcher near the sink and filled it with,English,water,1
mistral,132,She grabbed a big pitcher near the sink and filled it with,English,water,1
claude,132,Sie schnappte sich am Waschbecken eine große Kanne and filled it with,code_switching,water,1
gpt,132,Sie schnappte sich am Waschbecken eine große Kanne and filled it with,code_switching,water,1
mistral,132,Sie schnappte sich am Waschbecken eine große Kanne and filled it with,code_switching,water,1
claude,133,Er leiht sich von Petra eine gute Fahrradpumpe to inflate the,code_switching,tire,1
gpt,133,Er leiht sich von Petra eine gute Fahrradpumpe to inflate the,code_switching,tires,0.9583333333333334
mistral,133,Er leiht sich von Petra eine gute Fahrradpumpe to inflate the,code_switching,bike,1
claude,133,He borrowed a good bicycle pump from Petra to inflate the,English,tire,1
gpt,133,He borrowed a good bicycle pump from Petra to inflate the,English,tires,1
mistral,133,He borrowed a good bicycle pump from Petra to inflate the,English,tire,1
claude,134,Er kaufte sich einen neuen Rasierer to trim his,code_switching,beard,1
gpt,134,Er kaufte sich einen neuen Rasierer to trim his,code_switching,beard,0.95
mistral,134,Er kaufte sich einen neuen Rasierer to trim his,code_switching,beard,1
claude,134,He bought a new razor to trim his,English,beard,1
gpt,134,He bought a new razor to trim his,English,beard,1
mistral,134,He bought a new razor to trim his,English,beard,1
claude,135,Er nahm sich ein neues Taschentuch to wipe his,code_switching,nose,1
gpt,135,Er nahm sich ein neues Taschentuch to wipe his,code_switching,nose,1
mistral,135,Er nahm sich ein neues Taschentuch to wipe his,code_switching,nose,1
claude,135,He got out a clean tissue to wipe his,English,nose,1
gpt,135,He got out a clean tissue to wipe his,English,nose,1
mistral,135,He got out a clean tissue to wipe his,English,nose,1
claude,136,"When he got older, he got himself a pair of new reading glasses to read the",English,newspaper,1
gpt,136,"When he got older, he got himself a pair of new reading glasses to read the",English,newspaper,0.9615384615384616
mistral,136,"When he got older, he got himself a pair of new reading glasses to read the",English,book,1
claude,137,Im Supermarkt nahm er sich einen großen Einkaufswagen und started filling it with,code_switching,groceries,1
gpt,137,Im Supermarkt nahm er sich einen großen Einkaufswagen und started filling it with,code_switching,groceries,1
mistral,137,Im Supermarkt nahm er sich einen großen Einkaufswagen und started filling it with,code_switching,food,1
claude,137,In the supermarket he took a big shopping cart and started filling it with,English,groceries,1
gpt,137,In the supermarket he took a big shopping cart and started filling it with,English,groceries,1
mistral,137,In the supermarket he took a big shopping cart and started filling it with,English,food,1
claude,138,She needs a custom-made wheel chair with an electric,English,motor,1
gpt,138,She needs a custom-made wheel chair with an electric,English,motor,1
mistral,138,She needs a custom-made wheel chair with an electric,English,motor,1
claude,138,Sie braucht einen maßgefertigten Rollstuhl with an electric,code_switching,motor,1
gpt,138,Sie braucht einen maßgefertigten Rollstuhl with an electric,code_switching,motor,1
mistral,138,Sie braucht einen maßgefertigten Rollstuhl with an electric,code_switching,motor,1
claude,139,Sie nahm beim Backen ein Sieb und verteilte den powdered sugar over the,code_switching,cake,1
gpt,139,Sie nahm beim Backen ein Sieb und verteilte den powdered sugar over the,code_switching,cake,0.68
mistral,139,Sie nahm beim Backen ein Sieb und verteilte den powdered sugar over the,code_switching,flour,1
claude,139,"While baking, she took a sifter and sprinkled the powdered sugar over the",English,cake,1
gpt,139,"While baking, she took a sifter and sprinkled the powdered sugar over the",English,top,0.8571428571428571
mistral,139,"While baking, she took a sifter and sprinkled the powdered sugar over the",English,cake,1
claude,14,Maria schloss das Fenster vorne and locked the back,code_switching,door,1
gpt,14,Maria schloss das Fenster vorne and locked the back,code_switching,door,1
mistral,14,Maria schloss das Fenster vorne and locked the back,code_switching,door,1
claude,14,Maria shut the front window and locked the back,English,door,1
gpt,14,Maria shut the front window and locked the back,English,door,1
mistral,14,Maria shut the front window and locked the back,English,door,1
claude,140,She took her new pen to take some,English,notes,1
gpt,140,She took her new pen to take some,English,write,0.56
mistral,140,She took her new pen to take some,English,notes,1
claude,140,Sie nahm sich einen neuen Stift to take some,code_switching,notes,1
gpt,140,Sie nahm sich einen neuen Stift to take some,code_switching,notes,1
mistral,140,Sie nahm sich einen neuen Stift to take some,code_switching,notes,1
claude,141,Das Mädchen holte sich einen luxuriösen Fön and dried her,code_switching,hair,1
gpt,141,Das Mädchen holte sich einen luxuriösen Fön and dried her,code_switching,hair,1
mistral,141,Das Mädchen holte sich einen luxuriösen Fön and dried her,code_switching,hair,1
claude,141,The girl got herself a fancy blowdryer and dried her,English,hair,1
gpt,141,The girl got herself a fancy blowdryer and dried her,English,hair,1
mistral,141,The girl got herself a fancy blowdryer and dried her,English,hair,1
claude,142,"In order to examine the unusual bacterium carefully, the biologist bought a more powerful",English,microscope,1
gpt,142,"In order to examine the unusual bacterium carefully, the biologist bought a more powerful",English,microscope,1
mistral,142,"In order to examine the unusual bacterium carefully, the biologist bought a more powerful",English,microscope,1
claude,143,"Since the wooden garden chair had a hard seat, Karen fetched a soft, fluffy",English,pillow,1
gpt,143,"Since the wooden garden chair had a hard seat, Karen fetched a soft, fluffy",English,cushion,1
mistral,143,"Since the wooden garden chair had a hard seat, Karen fetched a soft, fluffy",English,pillow,1
claude,15,Man kann die Tür nicht öffnen with the wrong,code_switching,key,1
gpt,15,Man kann die Tür nicht öffnen with the wrong,code_switching,key,0.9444444444444444
mistral,15,Man kann die Tür nicht öffnen with the wrong,code_switching,key,1
claude,15,You can't open the door with the wrong,English,key,1
gpt,15,You can't open the door with the wrong,English,key,1
mistral,15,You can't open the door with the wrong,English,key,1
claude,16,I didn't like the show so I changed the,English,channel,1
gpt,16,I didn't like the show so I changed the,English,channel,1
mistral,16,I didn't like the show so I changed the,English,channel,1
claude,16,Mir hat die Show nicht gefallen so I changed the,code_switching,channel,1
gpt,16,Mir hat die Show nicht gefallen so I changed the,code_switching,channel,1
mistral,16,Mir hat die Show nicht gefallen so I changed the,code_switching,channel,1
claude,17,"Als der Strom ausfiel, sahen wir nichts mehr and the house became",code_switching,dark,1
gpt,17,"Als der Strom ausfiel, sahen wir nichts mehr and the house became",code_switching,dark,1
mistral,17,"Als der Strom ausfiel, sahen wir nichts mehr and the house became",code_switching,dark,1
claude,17,When the power went out we couldn't see anything and the house became,English,dark,1
gpt,17,When the power went out we couldn't see anything and the house became,English,dark,1
mistral,17,When the power went out we couldn't see anything and the house became,English,dark,1
claude,18,Alfonso has started biking to work instead of driving his,English,car,1
gpt,18,Alfonso has started biking to work instead of driving his,English,car,1
mistral,18,Alfonso has started biking to work instead of driving his,English,car,1
claude,18,"Alfonso hat angefangen, mit dem Fahrrad zur Arbeit zu fahren, instead of driving his",code_switching,car,1
gpt,18,"Alfonso hat angefangen, mit dem Fahrrad zur Arbeit zu fahren, instead of driving his",code_switching,car,1
mistral,18,"Alfonso hat angefangen, mit dem Fahrrad zur Arbeit zu fahren, instead of driving his",code_switching,car,1
claude,19,A dog in good health has a good sense of,English,smell,1
gpt,19,A dog in good health has a good sense of,English,smell,1
mistral,19,A dog in good health has a good sense of,English,smell,1
claude,19,Ein Hund in guter Gesundheit has a good sense of,code_switching,smell,1
gpt,19,Ein Hund in guter Gesundheit has a good sense of,code_switching,smell,1
mistral,19,Ein Hund in guter Gesundheit has a good sense of,code_switching,smell,1
claude,2,"In caring for hospitalized patients, a doctor often needs the help of a",English,nurse,1
gpt,2,"In caring for hospitalized patients, a doctor often needs the help of a",English,nurse,1
mistral,2,"In caring for hospitalized patients, a doctor often needs the help of a",English,nurse,1
claude,20,Die meisten Menschen in unserem Land spend December 25th with their,code_switching,families,1
gpt,20,Die meisten Menschen in unserem Land spend December 25th with their,code_switching,families,0.6470588235294118
mistral,20,Die meisten Menschen in unserem Land spend December 25th with their,code_switching,family,1
claude,20,Most people in our country spend December 25th with their,English,families,1
gpt,20,Most people in our country spend December 25th with their,English,family,1
mistral,20,Most people in our country spend December 25th with their,English,family,1
claude,21,Sie sahen den Blitz and clearly heard the,code_switching,thunder,1
gpt,21,Sie sahen den Blitz and clearly heard the,code_switching,thunder,0.8947368421052632
mistral,21,Sie sahen den Blitz and clearly heard the,code_switching,thunder,1
claude,21,They saw the lightening and clearly heard the,English,thunder,1
gpt,21,They saw the lightening and clearly heard the,English,thunder,1
mistral,21,They saw the lightening and clearly heard the,English,thunder,1
claude,22,She had to leave the movie when the baby started to,English,cry,1
gpt,22,She had to leave the movie when the baby started to,English,cry,1
mistral,22,She had to leave the movie when the baby started to,English,cry,1
claude,22,"Sie musste den Film verlassen, denn the baby started to",code_switching,cry,1
gpt,22,"Sie musste den Film verlassen, denn the baby started to",code_switching,cry,1
mistral,22,"Sie musste den Film verlassen, denn the baby started to",code_switching,cry,1
claude,23,"I greeted him, but I could not remember his",English,name,1
gpt,23,"I greeted him, but I could not remember his",English,name,1
mistral,23,"I greeted him, but I could not remember his",English,name,1
claude,23,"Ich begrüßte ihn, aber I could not remember his",code_switching,name,1
gpt,23,"Ich begrüßte ihn, aber I could not remember his",code_switching,name,1
mistral,23,"Ich begrüßte ihn, aber I could not remember his",code_switching,name,1
claude,24,"Although she heard it ringing, Nancy was too busy cleaning the chimney to get the",English,phone,1
gpt,24,"Although she heard it ringing, Nancy was too busy cleaning the chimney to get the",English,phone,0.7368421052631579
mistral,24,"Although she heard it ringing, Nancy was too busy cleaning the chimney to get the",English,phone,1
claude,24,"Obwohl sie es klingeln hörte, war Nancy zu beschäftigt damit, den Kamin zu reinigen, to get the",code_switching,phone,1
gpt,24,"Obwohl sie es klingeln hörte, war Nancy zu beschäftigt damit, den Kamin zu reinigen, to get the",code_switching,fire,0.5294117647058824
mistral,24,"Obwohl sie es klingeln hörte, war Nancy zu beschäftigt damit, den Kamin zu reinigen, to get the",code_switching,fire,1
claude,25,"After the hurricane shattered the window, the room was filled with broken",English,glass,1
gpt,25,"After the hurricane shattered the window, the room was filled with broken",English,glass,1
mistral,25,"After the hurricane shattered the window, the room was filled with broken",English,glass,1
claude,25,"Nachdem der Hurrikan das Fenster zerstört hatte, war das Zimmer filled with broken",code_switching,glass,1
gpt,25,"Nachdem der Hurrikan das Fenster zerstört hatte, war das Zimmer filled with broken",code_switching,glass,1
mistral,25,"Nachdem der Hurrikan das Fenster zerstört hatte, war das Zimmer filled with broken",code_switching,glass,1
claude,26,Der unhöfliche Kellner im Restaurant was not given a,code_switching,tip,1
gpt,26,Der unhöfliche Kellner im Restaurant was not given a,code_switching,tip,1
mistral,26,Der unhöfliche Kellner im Restaurant was not given a,code_switching,tip,1
claude,26,The rude waiter in the restaurant was not given a,English,tip,1
gpt,26,The rude waiter in the restaurant was not given a,English,tip,1
mistral,26,The rude waiter in the restaurant was not given a,English,tip,1
claude,27,"Dass er aufgewachsen war im Süden, you could tell by his",code_switching,accent,1
gpt,27,"Dass er aufgewachsen war im Süden, you could tell by his",code_switching,accent,1
mistral,27,"Dass er aufgewachsen war im Süden, you could tell by his",code_switching,accent,1
claude,27,That he had grown up in the South you could tell by his,English,accent,1
gpt,27,That he had grown up in the South you could tell by his,English,accent,1
mistral,27,That he had grown up in the South you could tell by his,English,accent,1
claude,28,Be careful because the top of the stove is very,English,hot,1
gpt,28,Be careful because the top of the stove is very,English,hot,1
mistral,28,Be careful because the top of the stove is very,English,hot,1
claude,29,"Wenn du ins Bett gehst, turn off the",code_switching,lights,1
gpt,29,"Wenn du ins Bett gehst, turn off the",code_switching,lights,0.5263157894736842
mistral,29,"Wenn du ins Bett gehst, turn off the",code_switching,light,1
claude,29,When you go to bed turn off the,English,light,1
gpt,29,When you go to bed turn off the,English,light,0.5555555555555556
mistral,29,When you go to bed turn off the,English,light,1
claude,3,"After realizing he forgot utensils for his salad, the customer went back to get himself a",English,fork,1
gpt,3,"After realizing he forgot utensils for his salad, the customer went back to get himself a",English,fork,1
mistral,3,"After realizing he forgot utensils for his salad, the customer went back to get himself a",English,fork,1
claude,3,"Nachdem er bemerkte, dass er das Besteck für seinen Salat vergessen hatte, ging der Kunde zurück to get himself a",code_switching,fork,1
gpt,3,"Nachdem er bemerkte, dass er das Besteck für seinen Salat vergessen hatte, ging der Kunde zurück to get himself a",code_switching,fork,1
mistral,3,"Nachdem er bemerkte, dass er das Besteck für seinen Salat vergessen hatte, ging der Kunde zurück to get himself a",code_switching,fork,1
claude,30,Paul malte den Anzug des Clowns blau und gab him a big red,code_switching,nose,1
gpt,30,Paul malte den Anzug des Clowns blau und gab him a big red,code_switching,balloon,0.5294117647058824
mistral,30,Paul malte den Anzug des Clowns blau und gab him a big red,code_switching,smile,0.8888888888888888
claude,30,Paul painted the clown's suit blue and gave him a big red,English,nose,1
gpt,30,Paul painted the clown's suit blue and gave him a big red,English,nose,1
mistral,30,Paul painted the clown's suit blue and gave him a big red,English,nose,1
claude,31,Bill jumped in the lake and made a big,English,splash,1
gpt,31,Bill jumped in the lake and made a big,English,splash,1
mistral,31,Bill jumped in the lake and made a big,English,splash,1
claude,31,Bill sprang in den See and made a big,code_switching,splash,1
gpt,31,Bill sprang in den See and made a big,code_switching,splash,1
mistral,31,Bill sprang in den See and made a big,code_switching,splash,1
claude,32,"Sein Chef in der Firma, in der er nachmittags arbeitet, refused to give him a",code_switching,raise,1
gpt,32,"Sein Chef in der Firma, in der er nachmittags arbeitet, refused to give him a",code_switching,raise,1
mistral,32,"Sein Chef in der Firma, in der er nachmittags arbeitet, refused to give him a",code_switching,raise,1
claude,32,The boss of the store where he worked afternoons refused to give him a,English,raise,1
gpt,32,The boss of the store where he worked afternoons refused to give him a,English,raise,1
mistral,32,The boss of the store where he worked afternoons refused to give him a,English,raise,1
claude,33,"Er wusste, dass er Chris anrufen konnte, auch in the middle of the",code_switching,night,1
gpt,33,"Er wusste, dass er Chris anrufen konnte, auch in the middle of the",code_switching,night,1
mistral,33,"Er wusste, dass er Chris anrufen konnte, auch in the middle of the",code_switching,night,1
claude,33,"He knew that he could call Chris, even in the middle of the",English,night,1
gpt,33,"He knew that he could call Chris, even in the middle of the",English,night,1
mistral,33,"He knew that he could call Chris, even in the middle of the",English,night,1
claude,34,Die Kinder der Schule vor meinem Haus went outside to,code_switching,play,1
gpt,34,Die Kinder der Schule vor meinem Haus went outside to,code_switching,play,1
mistral,34,Die Kinder der Schule vor meinem Haus went outside to,code_switching,play,1
claude,34,The children from the school across from my house went outside to,English,play,1
gpt,34,The children from the school across from my house went outside to,English,play,1
mistral,34,The children from the school across from my house went outside to,English,play,1
claude,35,Die junge Mutter aus der Nachbarschaft fütterte her baby some warm,code_switching,milk,1
gpt,35,Die junge Mutter aus der Nachbarschaft fütterte her baby some warm,code_switching,milk,1
mistral,35,Die junge Mutter aus der Nachbarschaft fütterte her baby some warm,code_switching,milk,0.8947368421052632
claude,35,The young mother in the neighborhood fed her baby some warm,English,milk,1
gpt,35,The young mother in the neighborhood fed her baby some warm,English,milk,1
mistral,35,The young mother in the neighborhood fed her baby some warm,English,milk,1
claude,36,"Die Schulen wurden geschlossen, weil die Lehrer beschlossen to go on",code_switching,strike,1
gpt,36,"Die Schulen wurden geschlossen, weil die Lehrer beschlossen to go on",code_switching,strike,1
mistral,36,"Die Schulen wurden geschlossen, weil die Lehrer beschlossen to go on",code_switching,strike,1
claude,36,The schools closed down because the teachers decided to go on,English,strike,1
gpt,36,The schools closed down because the teachers decided to go on,English,strike,1
mistral,36,The schools closed down because the teachers decided to go on,English,strike,1
claude,37,"Nur wenige Minuten nach seiner Ankunft im Büro, verschüttete der Detective his thermos full of",code_switching,coffee,1
gpt,37,"Nur wenige Minuten nach seiner Ankunft im Büro, verschüttete der Detective his thermos full of",code_switching,coffee,1
mistral,37,"Nur wenige Minuten nach seiner Ankunft im Büro, verschüttete der Detective his thermos full of",code_switching,coffee,1
claude,37,"Within minutes of arriving at the office, the detective spilled his thermos full of",English,coffee,1
gpt,37,"Within minutes of arriving at the office, the detective spilled his thermos full of",English,coffee,1
mistral,37,"Within minutes of arriving at the office, the detective spilled his thermos full of",English,coffee,1
