ID,inner_number,Itemtype,Item,Completion,Best_completion,Unexpected_word,Sentence_length,Sentence_words,Language,English_tranlsation,cloze_clean,exclusion_explanation,exclusion_liberal,conservation_exclusion,comments
1751996619,71,code_switching,Es gab bunte Bilder on every single,wall,Wall,Card,35,7,E,NA,wall,NA,NA,NA,NA
1751996619,70,English,Rafael wants to preserve the forest by guarding every,tree,,,54,9,E,NA,tree,NA,NA,NA,NA
1751996619,78,English,The colonel wished the sergeant would treat his command not as a polite request but as a direct,order,,,95,18,E,NA,order,NA,NA,NA,NA
1751996619,72,English,"At the end of the trip, Pam had no more clothes to",pack.,,,50,12,E,NA,pack,NA,NA,NA,NA
1751996619,68,English,He was cold most of the night and finally got up to get another,blanket,,,63,14,E,NA,blanket,NA,NA,NA,NA
1751996619,55,code_switching,"Ron kaufte ein Brett für das Fenster, das zu lang war, und dann kaufte er eins, that was way too",short,Short,Ugly,96,20,E,NA,short,NA,NA,NA,NA
1751996619,84,English,"When George couldn't get into his car, he got down on one knee and reached under the bumper for the spare",key,,,105,21,E,NA,key,NA,NA,NA,NA
1751996619,59,code_switching,"Rachel liebt den Geruch von Tabak, but she can't stand all the",smoke,Smoke,lectures,62,12,E,NA,smoke,NA,NA,NA,NA
1751996619,85,code_switching,Die Bauarbeiterin hatte sehr muskulöse Arme bekommen from unloading cement from the,truck.,Truck,Dock,83,12,E,NA,truck,NA,NA,NA,NA
1751996619,93,code_switching,An heißen Tagen sonnen sich viele Leute on the nearest,beach.,Beach,roof,54,10,E,NA,beach,NA,NA,NA,NA
1751996619,96,English,"After dinner, they spent a long time over coffee just",talking,,,53,10,E,NA,talking,NA,NA,NA,NA
1751996619,89,code_switching,Jede Nacht um Mitternacht machten the boy scouts a huge,fire,Fire,Igloo,55,10,E,NA,fire,NA,NA,NA,NA
1751996619,53,code_switching,"Bevor sie ankam, öffnete er eine Flasche Wein and put on some soft",music,Music,Slippers,66,13,E,NA,music,NA,NA,NA,NA
1751996619,51,code_switching,"Er entschied sich, im Iran zu reisen, obwohl er wusste, it could be",dangerous,Dangerous,Expensive,67,13,E,NA,dangerous,NA,NA,NA,NA
1751996619,64,English,"In any case, don't touch the sticky wet",mess.,,,39,8,E,NA,mess,NA,NA,NA,NA
1751996619,91,code_switching,Ich ließ mir vor kurzem eine neue Musikanlage einbauen in my brand new,home,Car,Office,70,13,E,NA,home,NA,NA,NA,NA
1751996619,81,code_switching,"Esther dachte nicht, dass das Schwert gefährlich war, because it wasn't very",sharp.,Sharp,heavy,76,12,E,NA,sharp,NA,NA,NA,NA
1751996619,65,code_switching,"Katzen lieben es, gekrault zu werden behind the",ears,Ears,Collar,47,8,E,NA,ears,NA,NA,NA,NA
1751996619,66,English,The white seagull dove down and caught a,fish,,,40,8,E,NA,fish,NA,NA,NA,NA
1751996619,77,code_switching,Phil nutzte die Pipette und tat einige drops in his,glass,Eyes,fishtank,51,10,E,NA,glass,NA,NA,NA,NA
1751996619,95,code_switching,Es ist schwer zuzugeben when one is,loses,Wrong,scared,35,7,E,NA,loses,NA,NA,NA,NA
1751996619,57,code_switching,Er kaufte ihr eine Perlenkette for her,gift,Birthday,collection,38,7,E,NA,gift,NA,NA,NA,NA
1751996619,79,code_switching,Sharon trocknete die Schüsseln with a big,towel.,Towel,sigh,41,7,E,NA,towel,NA,NA,NA,NA
1751996619,80,English,Shuffle the cards thoroughly before you,deal.,,,39,6,E,NA,deal,NA,NA,NA,NA
1751996619,NA,code_switching,"Anfangs lehnte der Junge es ab, aber eventually he changed his",mind.,NA,NA,NA,NA,E,NA,mind,NA,NA,NA,NA
1751996619,76,English,His skin was bright red from spending time at the,beach,,,49,10,E,NA,beach,NA,NA,NA,NA
1751996619,73,code_switching,Sie züchteten Schweine on their,farm,Farm,own,31,5,E,NA,farm,NA,NA,NA,NA
1751999456,64,code_switching,Berühre auf gar keinen Fall the sticky wet,wall,Paint,clothes,42,8,E,NA,wall,NA,NA,NA,NA
1751999456,87,English,The cat liked to curl up in Jill's,blanket.,,,35,8,E,NA,blanket,NA,NA,NA,NA
1751999456,51,English,He decided to travel to Iran even though he knew it could be,dangerous,,,60,13,E,NA,dangerous,NA,NA,NA,NA
1751999456,66,code_switching,Die weiße Möve tauchte ab and caught a,fish,Fish,draft,38,8,E,NA,fish,NA,NA,NA,NA
1751999456,49,English,Tim threw a rock and broke the,window.,,,30,7,E,NA,window,NA,NA,NA,NA
1751999456,69,English,"At first the boy refused, but eventually he changed his",mind.,,,55,10,E,NA,mind,NA,NA,NA,NA
1751999456,72,code_switching,Pam hatte am Ende der Reise no more clothes to,wear,Wear,mend,46,10,E,NA,wear,NA,NA,NA,NA
1751999456,60,code_switching,"Er hatte gerade genug Zeit, einen Kuchen zu kaufen und sich umzuziehen before the guests",arrived,Arrived,Phoned,88,15,E,NA,arrived,NA,NA,NA,NA
1751999456,55,English,Ron bought a board for the window that was too long and then he bought one that was way too,short,,,91,20,E,NA,short,NA,NA,NA,NA
1751999456,96,code_switching,Nach dem Abendessen verbrachten sie viel Zeit over coffee just,talking,Talking,Staring,62,10,E,NA,talking,NA,NA,NA,NA
1751999456,81,English,Esther didn't think the sword was dangerous because it wasn't very,sharp,,,66,11,E,NA,sharp,NA,NA,NA,NA
1751999456,78,code_switching,"Der Oberst wünschte sich der Feldwebel würde seine Befehle nicht als höfliche Bitte wahrnehmen, but as a direct",order,Order,Reprimand,111,18,E,NA,order,NA,NA,NA,NA
1751999456,63,English,He quit his job and left his family so that he could sail around the,world.,,,68,15,E,NA,world,NA,NA,NA,NA
1751999456,89,English,Each night at midnight the boy scouts built a huge,fire,,,50,10,E,NA,fire,NA,NA,NA,NA
1751999456,88,code_switching,Unsere lang erwarteten Gäste should be arriving,soon,Soon,hungry,47,7,E,NA,soon,NA,NA,NA,NA
1751999456,85,English,The construction worker had developed very powerful arms from unloading cement from the,trucks.,,,87,13,E,NA,trucks,NA,NA,NA,NA
1751999456,50,code_switching,Steve verschüttete Kaffee all over his white,shirt,Shirt,couch,44,7,E,NA,shirt,NA,NA,NA,NA
1751999456,90,code_switching,"Es regnet und ich habe alles vergessen: my coat, hat, and",umbrella,Umbrella,keys,57,11,E,NA,umbrella,NA,NA,NA,NA
1751999456,67,English,John swept the floor with a long,broom,,,32,7,E,NA,broom,NA,NA,NA,NA
1751999456,56,code_switching,"Als das Wetter wärmer wurde, begann Mark, seine leichtere Jacke zu tragen, und zwar nicht his heavy winter",coat,Coat,Underwear,106,18,E,NA,coat,NA,NA,NA,NA
1751999456,65,English,Cats loved to be scratched behind the,ears.,,,37,7,E,NA,ears,NA,NA,NA,NA
1751999456,NA,English,"After the rents went up again, the tenants decided to take their landlord to",court.,NA,NA,NA,NA,E,NA,court,NA,NA,NA,NA
1751999456,86,code_switching,Es war ihr immer wichtig to be on,time,Time,guard,33,8,E,NA,time,NA,NA,NA,NA
1751999456,58,code_switching,Der junge Mann im Park must keep his pet on a,leash,Leash,diet,45,11,E,NA,leash,NA,NA,NA,NA
1751999456,77,English,Phil used the dropper to put some drops in his,eye,,,46,10,E,NA,eye,NA,NA,NA,NA
1751999456,54,code_switching,Das Schiff mit den weißen Segeln verschwand into the thick,mist,Fog,smoke,58,10,E,NA,mist,NA,NA,NA,NA
1751999456,92,code_switching,"Die Umzugsleute schienen es sehr zu genießen, to toss the boxes marked",*laughing*,Fragile,Ohio,70,12,E,NA,laughing,NA,NA,NA,NA
1751999456,84,code_switching,"Als George nicht in sein Auto kam, kniete er sich hin und suchte under the bumper for the spare",key,Key,Cash,95,19,E,NA,key,NA,NA,NA,NA
1751999456,73,English,They raised pigs on their,farm,,,25,5,E,NA,farm,NA,NA,NA,NA
1751999456,74,code_switching,Er entschied sich für deutschen Wein because the imported stuff was too,expensive,Expensive,Bitter,71,12,E,NA,expensive,NA,NA,NA,NA
1751999456,82,code_switching,Das Kleinkind schrie ununterbrochen and upset her,mother,Mother,stomach,49,7,E,NA,mother,NA,NA,NA,NA
1751999456,61,English,The squirrel stored some nuts in the big,tree,,,40,8,E,NA,tree,NA,NA,NA,NA
1751999456,57,English,He bought her a pearl necklace for her,birthday,,,38,8,E,NA,birthday,NA,NA,NA,NA
1751999456,91,English,I just had a new sound system installed in my brand new,car.,,,55,12,E,NA,car,NA,NA,NA,NA
1751999456,93,English,"On hot days, many people sun themselves on the nearest",beach.,,,54,10,E,NA,beach,NA,NA,NA,NA
1751999456,71,English,There were colorful pictures on every single,wall,,,44,7,E,NA,wall,NA,NA,NA,NA
1751999456,52,code_switching,"Kalte, feuchte Witterung lässt ihre Gelenke schmerzen, deshalb nahm sie some aspirin for the",pain,Pain,race,92,14,E,NA,pain,NA,NA,NA,NA
1751999456,76,code_switching,Seine Haut war knallrot from spending time at the,beach,Beach,Farm,49,9,E,NA,beach,NA,NA,NA,NA
1751999456,68,code_switching,"Ihm war die ganze Nacht kalt, bis er schließlich aufstand to get another",blanket,Blanket,log,72,13,E,NA,blanket,NA,NA,NA,NA
1751999456,79,English,Sharon dried the bowls with a big,towel.,,,33,7,E,NA,towel,NA,NA,NA,NA
1751999456,62,code_switching,Jeden morgen vor der Schule legte seine Mutter seine Kleidung raus and packed his,lunch,Lunch,Clarinet,81,14,E,NA,lunch,NA,NA,NA,NA
1751999456,80,code_switching,Misch die Karten thoroughly before you,shuffle,Deal,forget,38,6,E,NA,shuffle,NA,NA,NA,NA
1751999456,53,English,"Before she arrived, he opened a bottle of wine and put on some soft",music,,,67,14,E,NA,music,NA,NA,NA,NA
1751999456,94,code_switching,Er mochte Zitrone und Zucker in his hot,tea,Tea,sauce,39,8,E,NA,tea,NA,NA,NA,NA
1751999456,95,English,It's hard to admit when one is,wrong,,,30,7,E,NA,wrong,NA,NA,NA,NA
1751999456,59,English,Rachel loves the smell of tobacco but she can't stand all the,smoke.,,,61,12,E,NA,smoke,NA,NA,NA,NA
1751999456,75,English,Simon thinks it's ok to listen to loud music even if his door is,closed,,,64,14,E,NA,closed,NA,NA,NA,NA
1751999456,70,code_switching,Rafael möchte den Wald schützen by guarding every,tree,Tree,Campsite,50,8,E,NA,tree,NA,NA,NA,NA
1752003672,115,code_switching,Das alte Klavier aus Italien was out of,tune,Tune,place,39,8,E,NA,tune,NA,NA,NA,NA
1752003672,97,code_switching,Der biologische Dünger helped enrich the,soil,Soil,stink,40,6,E,NA,soil,NA,NA,NA,NA
1752003672,118,English,He crept into the room without a,sound.,,,32,7,E,NA,sound,NA,NA,NA,NA
1752003672,111,code_switching,Peter malte die Wände der Vogelausstellung blau an to resemble the,sky,Sky,Carpeting,66,11,E,NA,sky,NA,NA,NA,NA
1752003672,107,code_switching,Er kratzte nach dem Mittagessen the cold food from his,plate,Plate,floor,54,10,E,NA,plate,NA,NA,NA,NA
1752003672,140,English,She took her new pen to take some,notes,,,33,8,E,NA,notes,NA,NA,NA,NA
1752003672,125,code_switching,"Nachdem der Juwelier gefragt wurde, überprüfte er the ring's huge",diamond,Diamond,Crack,65,10,E,NA,diamond,NA,NA,NA,NA
1752003672,134,English,He bought a new razor to trim his,beard,,,33,8,E,NA,beard,NA,NA,NA,NA
1752003672,108,English,It was drafty because of the cold air leaking in through the door and all the side,window,,,82,17,E,NA,window,NA,NA,NA,NA
1752003672,120,English,Joe went to the hardware store and bought a replacement window at twice the original,price,,,84,15,E,NA,price,NA,NA,NA,NA
1752003672,119,code_switching,Der Ausgang war gekennzeichnet by a large,door,Sign,rock,41,7,E,NA,door,NA,NA,NA,NA
1752003672,136,English,"When he got older, he got himself a pair of new reading glasses to read the",book,,,75,16,E,NA,book,NA,NA,NA,NA
1752003672,130,English,He took a new cork screw and opened the,bottle,,,39,9,E,NA,bottle,NA,NA,NA,NA
1752003672,126,English,He always drinks tea in the morning and uses a special filter to catch the loose,leaves,,,80,16,E,NA,leaves,NA,NA,NA,NA
1752003672,103,code_switching,"Sie entschieden, ein kleines Haus zu kaufen und bauten an addition with two more",bedrooms,Rooms,Freezers,80,14,E,NA,bedrooms,NA,NA,NA,NA
1752003672,124,English,She honestly seriously thought she had seen a,ghost,,,45,8,E,NA,ghost,NA,NA,NA,NA
1752003672,NA,code_switching,"Sie klappt einen großen Wäscheständer auf, to dry the",clothes,NA,NA,NA,NA,E,NA,clothes,NA,NA,NA,NA
1752003672,NA,English,"Because Tom wants to go to India and work there for a year, he applies for a",visa,NA,NA,NA,NA,E,NA,visa,NA,NA,NA,NA
1752003672,122,English,The house rules did not allow visitors to feed the,pets.,,,51,10,E,NA,pets,NA,NA,NA,NA
1752003672,110,English,As soon as they reached the sand he stopped to take off his,shoes,,,59,13,E,NA,shoes,NA,NA,NA,NA
1752003672,135,code_switching,Er nahm sich ein neues Taschentuch to wipe his,nose,nose,,47,9,E,NA,nose,NA,NA,NA,NA
1752003672,142,English,"In order to examine the unusual bacterium carefully, the biologist bought a more powerful",microscope.,,,90,14,E,NA,microscope,NA,NA,NA,NA
1752003672,104,English,Cindy taught her two-year old that the pictures are square and that the plates are,round.,,,82,15,E,NA,round,NA,NA,NA,NA
1752003672,106,English,After dinner they got up and washed the,dishes,,,39,8,E,NA,dishes,NA,NA,NA,NA
1752003672,121,code_switching,Sam konnte nicht glauben dass her story was,fake,TRUE,published,43,8,E,NA,fake,NA,NA,NA,NA
1752003672,105,code_switching,"Während die Nationalhymne läuft, soll man Respekt zeigen and everyone is expected to",stand,Stand,behave,84,13,E,NA,stand,NA,NA,NA,NA
1752003672,129,code_switching,Er nahm sich einen kleinen Taschenrechner und typed in some,numbers,"numbers, digits",,59,10,E,NA,numbers,NA,NA,NA,NA
1752003672,NA,code_switching,"Niemand konnte Dan beim Klassentreffen wiedererkennen, because he had grown a",beard,NA,NA,NA,NA,E,NA,beard,NA,NA,NA,NA
1752003672,116,English,The child was born with a rare,disease,,,30,7,E,NA,disease,NA,NA,NA,NA
1752003672,99,code_switching,Die zwei Räuber trugen Waffen but they didn't,use,Shoot,Panic,45,8,E,NA,use,NA,NA,NA,NA
1752003672,112,English,"After a warning, the bad boy was sent to his",room,,,44,10,E,NA,room,NA,NA,NA,NA
1752003672,141,code_switching,Das Mädchen holte sich einen luxuriösen Fön and dried her,hair,notes,,59,10,E,NA,hair,NA,NA,NA,NA
1752003672,NA,code_switching,"Da der hölzerne Gartenstuhl eine harte Sitzfläche hatte, holte Karen a soft, fluffy",cushion.,NA,NA,NA,NA,E,NA,cushion,NA,NA,NA,NA
1752003672,98,English,The problem with my friend Paul is that he can't take a,joke.,,,55,12,E,NA,joke,NA,NA,NA,NA
1752003672,132,English,She grabbed a big pitcher near the sink and filled it with,water,,,58,12,E,NA,water,NA,NA,NA,NA
1752003672,123,code_switching,Als Daniela ungeplannt im Restaurant auftachte gab Laurie ihm einen Stuhl from the adjacent,table,Table,Patio,92,14,E,NA,table,NA,NA,NA,NA
1752003672,133,code_switching,Er leiht sich von Petra eine gute Fahrradpumpe to inflate the,bike,tires,,62,11,E,NA,bike,NA,NA,NA,NA
1752003672,139,code_switching,Sie nahm beim Backen ein Sieb und verteilte den powdered sugar over the,flour,cake,,71,13,E,NA,flour,NA,NA,NA,NA
1752003672,100,English,After two hours of hard work they decided to take a short,break,,,57,12,E,NA,break,NA,NA,NA,NA
1752003672,114,English,"After the skiing accident, Randy broke his",leg,,,42,7,E,NA,leg,NA,NA,NA,NA
1752003672,128,English,"She needed a special charging cable, but could not find it inside her",bag,,,69,13,E,NA,bag,NA,NA,NA,NA
1752003672,117,code_switching,Sie zog ihren Kopf unter dem Wasserhahn hervor and reached for a,towel,Towel,Pill,64,12,E,NA,towel,NA,NA,NA,NA
1752003672,109,code_switching,"Tracy und ihr Mann waren nicht katholisch, aber sie war froh, als der Priester welcomed their three",children,Children,Suggestions,99,17,E,NA,children,NA,NA,NA,NA
1752003672,101,code_switching,Vorsichtig platzierte er the violin under his,chest.,Chin,Chair,45,7,E,NA,chest,NA,NA,NA,NA
1752003672,138,English,She needs a custom-made wheel chair with an electric,motor,,,52,9,E,NA,motor,NA,NA,NA,NA
1752003672,127,code_switching,"Sie hat ein neues Anti-Virus-Programm installiert und ist nun überzeugt davon, that her laptop is",secure,protected,,97,15,E,NA,secure,NA,NA,NA,NA
1752003672,137,code_switching,Im Supermarkt nahm er sich einen großen Einkaufswagen und started filling it with,food,grocieres,,81,13,E,NA,food,NA,NA,NA,NA
1752003672,102,English,He put a new sheet on the clean,bed,,,32,8,E,NA,bed,NA,NA,NA,NA
1752004990,103,code_switching,"Sie entschieden, ein kleines Haus zu kaufen und bauten an addition with two more",bedrooms,Rooms,Freezers,80,14,E,NA,bedrooms,NA,NA,NA,NA
1752004990,104,English,Cindy taught her two-year old that the pictures are square and that the plates are,round.,,,82,15,E,NA,round,NA,NA,NA,NA
1752004990,NA,code_switching,"Da der hölzerne Gartenstuhl eine harte Sitzfläche hatte, holte Karen a soft, fluffy",cushion.,NA,NA,NA,NA,E,NA,cushion,NA,NA,NA,NA
1752004990,133,code_switching,Er leiht sich von Petra eine gute Fahrradpumpe to inflate the,bike,tires,,62,11,E,NA,bike,NA,NA,NA,NA
1752004990,112,English,"After a warning, the bad boy was sent to his",room.,,,44,10,E,NA,room,NA,NA,NA,NA
1752004990,100,English,After two hours of hard work they decided to take a short,break,,,57,12,E,NA,break,NA,NA,NA,NA
1752004990,120,English,Joe went to the hardware store and bought a replacement window at twice the original,price,,,84,15,E,NA,price,NA,NA,NA,NA
1752004990,126,English,He always drinks tea in the morning and uses a special filter to catch the loose,leaves,,,80,16,E,NA,leaves,NA,NA,NA,NA
1752004990,NA,code_switching,"Niemand konnte Dan beim Klassentreffen wiedererkennen, because he had grown a",beard,NA,NA,NA,NA,E,NA,beard,NA,NA,NA,NA
1752004990,107,code_switching,Er kratzte nach dem Mittagessen the cold food from his,plate,Plate,floor,54,10,E,NA,plate,NA,NA,NA,NA
1752004990,132,English,She grabbed a big pitcher near the sink and filled it with,water,,,58,12,E,NA,water,NA,NA,NA,NA
1752004990,97,code_switching,Der biologische Dünger helped enrich the,soil.,Soil,stink,40,6,E,NA,soil,NA,NA,NA,NA
1752004990,136,English,"When he got older, he got himself a pair of new reading glasses to read the",book,,,75,16,E,NA,book,NA,NA,NA,NA
1752004990,99,code_switching,Die zwei Räuber trugen Waffen but they didn't,use,Shoot,Panic,45,8,E,NA,use,NA,NA,NA,NA
1752004990,110,English,As soon as they reached the sand he stopped to take off his,shoes,,,59,13,E,NA,shoes,NA,NA,NA,NA
1752004990,122,English,The house rules did not allow visitors to feed the,pets.,,,51,10,E,NA,pets,NA,NA,NA,NA
1752004990,117,code_switching,Sie zog ihren Kopf unter dem Wasserhahn hervor and reached for a,towel,Towel,Pill,64,12,E,NA,towel,NA,NA,NA,NA
1752004990,134,English,He bought a new razor to trim his,beard,,,33,8,E,NA,beard,NA,NA,NA,NA
1752004990,108,English,It was drafty because of the cold air leaking in through the door and all the side,window,,,82,17,E,NA,window,NA,NA,NA,NA
1752004990,124,English,She honestly seriously thought she had seen a,ghost,,,45,8,E,NA,ghost,NA,NA,NA,NA
1752004990,116,English,The child was born with a rare,disease,,,30,7,E,NA,disease,NA,NA,NA,NA
1752004990,118,English,He crept into the room without a,sound.,,,32,7,E,NA,sound,NA,NA,NA,NA
1752004990,128,English,"She needed a special charging cable, but could not find it inside her",bag,,,69,13,E,NA,bag,NA,NA,NA,NA
1752004990,130,English,He took a new cork screw and opened the,bottle,,,39,9,E,NA,bottle,NA,NA,NA,NA
1752004990,138,English,She needs a custom-made wheel chair with an electric,motor,,,52,9,E,NA,motor,NA,NA,NA,NA
1752004990,101,code_switching,Vorsichtig platzierte er the violin under his,arm.,Chin,Chair,45,7,E,NA,arm,NA,NA,NA,NA
1752004990,109,code_switching,"Tracy und ihr Mann waren nicht katholisch, aber sie war froh, als der Priester welcomed their three",children,Children,Suggestions,99,17,E,NA,children,NA,NA,NA,NA
1752004990,106,English,After dinner they got up and washed the,plates.,,,39,8,E,NA,plates,NA,NA,NA,NA
1752004990,127,code_switching,"Sie hat ein neues Anti-Virus-Programm installiert und ist nun überzeugt davon, that her laptop is",secure,protected,,97,15,E,NA,secure,NA,NA,NA,NA
1752004990,102,English,He put a new sheet on the clean,bed,,,32,8,E,NA,bed,NA,NA,NA,NA
1752004990,129,code_switching,Er nahm sich einen kleinen Taschenrechner und typed in some,numbers,"numbers, digits",,59,10,E,NA,numbers,NA,NA,NA,NA
1752004990,137,code_switching,Im Supermarkt nahm er sich einen großen Einkaufswagen und started filling it with,food,grocieres,,81,13,E,NA,food,NA,NA,NA,NA
1752004990,NA,code_switching,"Sie klappt einen großen Wäscheständer auf, to dry the",clothes.,NA,NA,NA,NA,E,NA,clothes,NA,NA,NA,NA
1752004990,140,English,She took her new pen to take some,notes,,,33,8,E,NA,notes,NA,NA,NA,NA
1752004990,125,code_switching,"Nachdem der Juwelier gefragt wurde, überprüfte er the ring's huge",diamond,Diamond,Crack,65,10,E,NA,diamond,NA,NA,NA,NA
1752004990,119,code_switching,Der Ausgang war gekennzeichnet by a large,door,Sign,rock,41,7,E,NA,door,NA,NA,NA,NA
1752004990,115,code_switching,Das alte Klavier aus Italien was out of,tune,Tune,place,39,8,E,NA,tune,NA,NA,NA,NA
1752004990,135,code_switching,Er nahm sich ein neues Taschentuch to wipe his,nose,nose,,47,9,E,NA,nose,NA,NA,NA,NA
1752004990,105,code_switching,"Während die Nationalhymne läuft, soll man Respekt zeigen and everyone is expected to",stand,Stand,behave,84,13,E,NA,stand,NA,NA,NA,NA
1752004990,121,code_switching,Sam konnte nicht glauben dass her story was,fake,TRUE,published,43,8,E,NA,fake,NA,NA,NA,NA
1752004990,141,code_switching,Das Mädchen holte sich einen luxuriösen Fön and dried her,hair,notes,,59,10,E,NA,hair,NA,NA,NA,NA
1752004990,NA,English,"Because Tom wants to go to India and work there for a year, he applies for a",visa,NA,NA,NA,NA,E,NA,visa,NA,NA,NA,NA
1752004990,114,English,"After the skiing accident, Randy broke his",leg,,,42,7,E,NA,leg,NA,NA,NA,NA
1752004990,139,code_switching,Sie nahm beim Backen ein Sieb und verteilte den powdered sugar over the,flour,cake,,71,13,E,NA,flour,NA,NA,NA,NA
1752004990,111,code_switching,Peter malte die Wände der Vogelausstellung blau an to resemble the,sky,Sky,Carpeting,66,11,E,NA,sky,NA,NA,NA,NA
1752004990,123,code_switching,Als Daniela ungeplannt im Restaurant auftachte gab Laurie ihm einen Stuhl from the adjacent,table,Table,Patio,92,14,E,NA,table,NA,NA,NA,NA
1752004990,142,English,"In order to examine the unusual bacterium carefully, the biologist bought a more powerful",microscope.,,,90,14,E,NA,microscope,NA,NA,NA,NA
1752004990,98,English,The problem with my friend Paul is that he can't take a,joke.,,,55,12,E,NA,joke,NA,NA,NA,NA
1752007750,NA,code_switching,"Giraffen sind für ihre langen Hälse bekannt, and zebras for their",stripes.,NA,NA,NA,NA,E,NA,stripes,NA,NA,NA,NA
1752007750,1,code_switching,"Nora konnte die Nachricht nicht aufschreiben, weil sie keinen Stift hatte or a piece of",paper,Paper,Chalk,87,15,E,NA,paper,NA,NA,NA,NA
1752007750,43,code_switching,Keine seiner Geschichten made any real,sense.,Sense,fans,38,6,E,NA,sense,NA,NA,NA,NA
1752007750,6,English,The inmates in prison were planning their,escape.,,,41,7,E,NA,escape,NA,NA,NA,NA
1752007750,33,code_switching,"Er wusste, dass er Chris anrufen konnte, auch in the middle of the",night.,Night,game,66,13,E,NA,night,NA,NA,NA,NA
1752007750,37,code_switching,"Nur wenige Minuten nach seiner Ankunft im Büro, verschüttete der Detective his thermos full of",coffee,Coffee,Scotch,94,15,E,NA,coffee,NA,NA,NA,NA
1752007750,36,English,The schools closed down because the teachers decided to go on,strike,,,61,11,E,NA,strike,NA,NA,NA,NA
1752007750,38,English,My roommate from Berlin left the dirty dishes in the,kitchen.,,,52,10,E,NA,kitchen,NA,NA,NA,NA
1752007750,41,code_switching,Die meisten Haiangriffe passieren very close to,shore,Shore,winter,47,7,E,NA,shore,NA,NA,NA,NA
1752007750,18,English,Alfonso has started biking to work instead of driving his,car,,,57,10,E,NA,car,NA,NA,NA,NA
1752007750,3,code_switching,"Nachdem er bemerkte, dass er das Besteck für seinen Salat vergessen hatte, ging der Kunde zurück to get himself a",fork,Fork,Napkin,113,20,E,NA,fork,NA,NA,NA,NA
1752007750,28,English,Be careful because the top of the stove is very,hot,,,48,10,E,NA,hot,NA,NA,NA,NA
1752007750,8,English,Marsha knew the guests could remain eating appetizers for at least another,hour,,,75,12,E,NA,hour,NA,NA,NA,NA
1752007750,4,English,The little girl refused to go to sleep until he told her a,story,,,58,13,E,NA,story,NA,NA,NA,NA
1752007750,10,English,The groom took the bride's hand and placed the ring on her,finger.,,,58,12,E,NA,finger,NA,NA,NA,NA
1752007750,35,code_switching,Die junge Mutter aus der Nachbarschaft fütterte her baby some warm,milk,Milk,peas,66,11,E,NA,milk,NA,NA,NA,NA
1752007750,40,English,The fourth grade math teacher could not see well without her thick,glasses,,,66,12,E,NA,glasses,NA,NA,NA,NA
1752007750,30,English,Paul painted the clown's suit blue and gave him a big red,nose.,,,57,12,E,NA,nose,NA,NA,NA,NA
1752007750,11,code_switching,Der Vater in der Küche carved the turkey with a,knife,Knife,smile,47,10,E,NA,knife,NA,NA,NA,NA
1752007750,21,code_switching,Sie sahen den Blitz and clearly heard the,thunder,Thunder,screams,41,8,E,NA,thunder,NA,NA,NA,NA
1752007750,15,code_switching,Man kann die Tür nicht öffnen with the wrong,key,Key,attitude,44,9,E,NA,key,NA,NA,NA,NA
1752007750,16,English,I didn't like the show so I changed the,channel.,,,39,9,E,NA,channel,NA,NA,NA,NA
1752007750,25,code_switching,"Nachdem der Hurrikan das Fenster zerstört hatte, war das Zimmer filled with broken",glass,Glass,Toys,82,13,E,NA,glass,NA,NA,NA,NA
1752007750,13,code_switching,"Der Lehrer sah, dass einige Schüler schummelten and wrote down their",names,Names,Grades,68,11,E,NA,names,NA,NA,NA,NA
1752007750,26,English,The rude waiter in the restaurant was not given a,tip.,,,49,10,E,NA,tip,NA,NA,NA,NA
1752007750,14,English,Maria shut the front window and locked the back,door,,,47,9,E,NA,door,NA,NA,NA,NA
1752007750,29,code_switching,"Wenn du ins Bett gehst, turn off the",light,Lights,Sarcasm,36,8,E,NA,light,NA,NA,NA,NA
1752007750,NA,code_switching,"Er hat sich selbst eine Notiz geschrieben, so that he wouldn't",forget,NA,NA,NA,NA,E,NA,forget,NA,NA,NA,NA
1752007750,48,English,The surfer from Hawaii fell off his surfboard after the first big,wave,,,65,12,E,NA,wave,NA,NA,NA,NA
1752007750,32,English,The boss of the store where he worked afternoons refused to give him a,raise,,,70,14,E,NA,raise,NA,NA,NA,NA
1752007750,20,English,Most people in our country spend December 25th with their,family,,,57,10,E,NA,family,NA,NA,NA,NA
1752007750,27,code_switching,"Dass er aufgewachsen war im Süden, you could tell by his",accent,Accent,clothes,56,11,E,NA,accent,NA,NA,NA,NA
1752007750,47,code_switching,Die Jungen spielten Murmeln and the girls jumped,rope,Rope,together,48,8,E,NA,rope,NA,NA,NA,NA
1752007750,17,code_switching,"Als der Strom ausfiel, sahen wir nichts mehr and the house became",dark.,Dark,Cold,65,12,E,NA,dark,NA,NA,NA,NA
1752007750,19,code_switching,Ein Hund in guter Gesundheit has a good sense of,smell.,Smell,loyalty,48,10,E,NA,smell,NA,NA,NA,NA
1752007750,23,code_switching,"Ich begrüßte ihn, aber I could not remember his",name,Name,song,47,9,E,NA,name,NA,NA,NA,NA
1752007750,2,English,"In caring for hospitalized patients, a doctor often needs the help of a",nurse.,,,71,13,E,NA,nurse,NA,NA,NA,NA
1752007750,12,English,"Mike felt sorry, but it was not his",fault.,,,35,8,E,NA,fault,NA,NA,NA,NA
